4431175690|39,14,517,110,120,|22,62,432,58,76,|Fail,Win,
4429643787|110,64,43,7,58,|81,245,427,126,53,|Win,Fail,
4432961550|114,875,523,134,64,|266,222,432,60,58,|Win,Fail,
4328292367|163,62,412,523,421,|223,266,110,113,24,|Win,Fail,
4409655313|429,21,117,104,875,|81,80,43,64,42,|Win,Fail,
4385013785|81,136,76,875,89,|523,25,107,55,64,|Win,Fail,
4378501149|30,432,523,164,3,|412,134,48,266,21,|Fail,Win,
4419493919|62,142,245,875,429,|432,58,76,81,246,|Win,Fail,
4280827936|523,111,99,266,64,|96,104,25,126,517,|Win,Fail,
4410425377|48,64,142,25,51,|523,412,58,102,245,|Win,Fail,
4419772452|4,119,412,8,48,|523,223,64,142,516,|Fail,Win,
4430274599|21,62,203,78,142,|236,76,80,875,69,|Fail,Win,
4416790570|4,266,81,60,350,|43,523,157,245,126,|Fail,Win,
4395237421|432,39,81,48,516,|236,145,875,517,245,|Fail,Win,
4389978160|56,432,245,62,517,|7,82,110,350,64,|Win,Fail,
4357890096|64,516,202,432,142,|245,126,110,412,60,|Fail,Win,
4390567984|432,266,134,68,58,|104,114,81,245,235,|Win,Fail,
4422303797|84,126,432,48,81,|102,523,875,412,134,|Win,Fail,
4416659511|157,235,76,62,7,|81,84,875,56,245,|Fail,Win,
4389077051|7,523,104,164,53,|21,412,266,236,76,|Win,Fail,
4402069569|15,517,60,44,429,|104,4,350,62,81,|Fail,Win,
4379033665|523,163,78,86,432,|154,142,62,104,235,|Fail,Win,
4426514501|201,429,517,64,38,|235,35,106,20,3,|Win,Fail,
4426694725|81,350,64,236,518,|43,145,421,266,517,|Fail,Win,
4409081933|24,48,517,110,432,|81,38,203,79,62,|Win,Fail,
4406378578|81,58,43,39,76,|61,517,429,875,126,|Fail,Win,
4374601814|141,82,38,81,555,|110,79,4,150,48,|Win,Fail,
4385005655|64,134,62,110,412,|15,57,104,105,875,|Fail,Win,
4340031575|7,8,72,81,412,|21,53,517,126,64,|Fail,Win,
4420894822|518,64,110,36,59,|62,68,134,48,4,|Fail,Win,
4412973162|76,412,523,62,126,|64,236,266,134,43,|Fail,Win,
4340105323|58,429,44,127,141,|91,266,412,81,245,|Win,Fail,
4428349551|98,61,412,429,64,|145,875,41,203,117,|Win,Fail,
4406919284|58,131,412,21,427,|48,523,142,875,236,|Win,Fail,
4394778748|126,134,875,104,57,|245,114,3,235,236,|Fail,Win,
4393943164|114,268,412,21,48,|111,142,523,245,164,|Win,Fail,
4387618950|2,245,157,79,24,|110,266,3,84,76,|Fail,Win,
4432486537|120,154,429,81,350,|523,30,31,875,236,|Fail,Win,
4392222868|104,429,3,6,134,|43,76,39,57,523,|Win,Fail,
4414357656|555,10,81,163,126,|236,8,79,432,21,|Fail,Win,
4426342553|236,145,517,875,114,|117,62,48,29,268,|Fail,Win,
4298866844|266,236,21,201,60,|62,412,523,26,2,|Win,Fail,
4394746022|58,245,523,412,84,|134,266,111,113,39,|Win,Fail,
4382736553|238,59,69,432,523,|39,60,412,236,51,|Win,Fail,
4392452265|523,106,30,517,141,|57,81,350,58,245,|Win,Fail,
4435091627|120,69,421,245,875,|64,142,62,53,145,|Fail,Win,
4349960364|145,89,142,104,122,|523,111,60,875,157,|Win,Fail,
4384850095|245,62,412,119,39,|223,523,266,120,76,|Fail,Win,
4434419887|81,43,245,157,24,|266,235,76,4,875,|Win,Fail,
4344152241|44,429,80,875,7,|134,266,421,15,350,|Fail,Win,
4414693559|126,81,127,245,432,|141,235,62,111,7,|Fail,Win,
4413063353|56,245,82,235,57,|78,64,81,43,4,|Fail,Win,
4376338617|145,3,266,421,875,|22,12,64,24,85,|Fail,Win,
4362584254|42,64,429,110,53,|91,523,412,245,68,|Fail,Win,
4406567103|875,76,236,89,523,|235,245,62,80,57,|Fail,Win,
4298801344|268,43,516,429,60,|145,201,38,266,517,|Win,Fail,
4435960001|81,432,7,104,517,|235,523,236,516,76,|Fail,Win,
4415602881|57,517,104,21,350,|41,412,523,68,59,|Win,Fail,
4372062406|82,235,203,26,62,|142,266,432,21,104,|Win,Fail,
4385112267|111,134,157,48,58,|432,81,62,142,102,|Fail,Win,
4426825934|43,517,421,523,7,|266,64,81,875,3,|Win,Fail,
4415258834|104,41,68,523,432,|236,64,61,235,57,|Fail,Win,
4436132053|104,61,412,41,523,|24,21,134,64,875,|Fail,Win,
4429840597|110,58,48,43,7,|80,157,38,76,412,|Win,Fail,
4413350103|15,43,64,516,3,|126,12,517,81,60,|Fail,Win,
4436066525|429,421,875,38,57,|134,58,523,76,89,|Fail,Win,
4415021279|517,21,875,58,245,|105,64,114,222,432,|Fail,Win,
4434919648|266,875,145,518,421,|412,523,62,7,64,|Fail,Win,
4372177120|117,29,64,104,84,|142,203,57,43,81,|Fail,Win,
4387660002|157,105,875,245,62,|432,86,60,523,114,|Fail,Win,
4377772264|113,523,412,58,164,|266,126,60,21,350,|Fail,Win,
4356595948|111,421,119,245,8,|41,78,875,134,145,|Win,Fail,
4351672557|875,21,43,76,96,|44,104,142,58,145,|Win,Fail,
4278198513|57,421,110,142,412,|134,111,64,58,126,|Win,Fail,
4390256884|111,42,517,62,81,|89,523,76,23,24,|Fail,Win,
4427563260|517,266,875,21,76,|81,43,104,58,518,|Win,Fail,
4385202429|523,64,68,412,236,|429,91,102,875,58,|Win,Fail,
4366721280|421,236,134,12,68,|48,517,412,54,429,|Fail,Win,
4419436807|875,164,350,523,3,|104,85,4,81,43,|Win,Fail,
4435304713|875,517,48,24,523,|21,350,236,245,62,|Fail,Win,
4385440009|235,62,55,24,76,|202,9,245,56,41,|Win,Fail,
4363452683|79,53,142,126,81,|412,64,127,523,516,|Fail,Win,
4373864717|106,44,429,134,421,|875,236,21,245,113,|Win,Fail,
4389339405|43,3,203,222,57,|523,412,80,76,517,|Fail,Win,
4408148238|105,25,64,523,266,|58,30,875,412,21,|Win,Fail,
4434903315|516,432,110,64,134,|145,43,517,164,48,|Win,Fail,
4390871325|64,4,58,81,432,|875,104,82,7,523,|Win,Fail,
4404674867|4,64,875,555,134,|235,57,517,126,60,|Fail,Win,
4348240184|21,12,516,268,104,|126,42,110,432,30,|Win,Fail,
4424016185|81,875,235,3,64,|7,350,76,67,24,|Win,Fail,
4396138819|523,421,412,517,24,|64,81,350,58,55,|Win,Fail,
4414538052|58,350,134,21,517,|39,111,30,81,266,|Fail,Win,
4425007429|142,875,266,429,59,|81,350,58,39,76,|Fail,Win,
4296433991|111,7,21,64,43,|223,235,266,42,875,|Fail,Win,
4280811849|115,60,62,57,235,|44,64,875,7,222,|Fail,Win,
4299055433|421,131,84,412,429,|142,58,59,223,110,|Win,Fail,
4399128907|163,246,429,8,875,|154,62,421,412,69,|Fail,Win,
4369072462|48,3,18,497,134,|114,7,555,81,421,|Win,Fail,
4429668690|117,203,126,432,429,|497,523,266,104,142,|Win,Fail,
4312875364|43,44,84,104,429,|412,24,523,245,875,|Win,Fail,
